Gene A ORF	Gene A allele	Gene B ORF	Gene B allele	Correlation
YFL039C	act1-133	YFL039C	act1-101	0.368
YFL039C	act1-133	YDL029W	arp2-14	0.261
YFL039C	act1-133	YFL039C	act1-119	0.476
YFL039C	act1-133	YFL039C	act1-120	0.507
YFL039C	act1-133	YFL039C	act1-121	0.451
YFL039C	act1-133	YBL007C	sla1	0.285
YFL039C	act1-133	YBR109C	cmd1-8	0.276
YFL039C	act1-133	YFR043C	irc6	0.211
YFL039C	act1-133	YFL039C	act1-136	0.346
YFL039C	act1-133	YFL039C	act1-159	0.422
YFL039C	act1-133	YFL039C	act1-4	0.407
YFL039C	act1-133	YNL243W	sla2	0.209
YFL039C	act1-133	YNL138W	srv2-2	0.314
YFL039C	act1-133	YLR370C	arc18	0.449
YFL039C	act1-133	YDR212W	tcp1-1	0.202
YFL039C	act1-133	YNR035C	arc35-6	0.407
YFL039C	act1-133	YJL008C	cct8-5002	0.276
YFL039C	act1-133	YFL039C	act1-132	0.407
YFL039C	act1-133	YKL112W	abf1-103	0.388
YJL021C	yjl021c	YKL007W	cap1	0.250
YJL021C	yjl021c	YIL034C	cap2	0.238
YJL021C	yjl021c	YJL020C	bbc1	0.482
YJL021C	yjl021c	YIR003W	aim21	0.241
YJL021C	yjl021c	YMR092C	aip1	0.213
YJL021C	yjl021c	YGR080W	twf1	0.232
YMR211W	dml1-5001	YFL039C	act1-105	0.200
YMR211W	dml1-5001	YOL069W	nuf2-5001	0.272
YJL074C	smc3-42	YCL016C	dcc1	0.368
YJL074C	smc3-42	YOR195W	slk19	0.224
YJL074C	smc3-42	YOR026W	bub3	0.368
YJL074C	smc3-42	YOR349W	cin1	0.221
YJL074C	smc3-42	YDL028C	mps1-3796	0.265
YJL074C	smc3-42	YPL017C	irc15	0.238
YJL074C	smc3-42	YIR010W	dsn1-7	0.201
YJL074C	smc3-42	YBR156C	sli15-3	0.332
YJL074C	smc3-42	YGL093W	spc105-4	0.324
YJL074C	smc3-42	YHR166C	cdc23-1	0.288
YJL074C	smc3-42	YDL003W	mcd1-73	0.653
YJL074C	smc3-42	YPL124W	spc29-3	0.247
YJL074C	smc3-42	YMR078C	ctf18	0.339
YJL074C	smc3-42	YNR016C	acc1-5007-supp1	0.352
YJL074C	smc3-42	YDR201W	spc19-5001	0.211
YJL074C	smc3-42	YER016W	bim1	0.381
YJL074C	smc3-42	YBL034C	stu1-8	0.285
YJL074C	smc3-42	YPR046W	mcm16	0.237
YJL074C	smc3-42	YBL034C	stu1-12	0.291
YJL074C	smc3-42	YER147C	scc4-4	0.432
YJL074C	smc3-42	YGR113W	dam1-1	0.407
YJL074C	smc3-42	YBR107C	iml3	0.261
YJL074C	smc3-42	YHR191C	ctf8	0.404
YJL074C	smc3-42	YPR141C	kar3	0.311
YJL074C	smc3-42	YER147C	scc4-5001	0.506
YJL074C	smc3-42	YJL074C	smc3-1	0.578
YJL074C	smc3-42	YLR045C	stu2-12	0.207
YJL074C	smc3-42	YMR198W	cik1	0.260
YJL074C	smc3-42	YNR016C	acc1-5009-supp1	0.370
YJL074C	smc3-42	YGL086W	mad1	0.333
YJL074C	smc3-42	YIR010W	dsn1-8	0.214
YJL074C	smc3-42	YBL034C	stu1-6	0.326
YJL074C	smc3-42	YJR135C	mcm22	0.234
YJL074C	smc3-42	YAR007C	rfa1-m2	0.217
YJL074C	smc3-42	YMR076C	pds5-1	0.288
YJL074C	smc3-42	YFL008W	smc1-2	0.530
YJL074C	smc3-42	YJL030W	mad2	0.382
YJL074C	smc3-42	YDL139C	scm3-5007	0.242
YJL074C	smc3-42	YDR254W	chl4	0.262
YJL074C	smc3-42	YHR191C	ctf8-162	0.260
YJL074C	smc3-42	YDR180W	scc2-4	0.667
YJL074C	smc3-42	YMR047C	nup116-5024	0.306
YJL074C	smc3-42	YDR014W	rad61	0.409
YJL074C	smc3-42	YPL008W	chl1	0.529
YJL074C	smc3-42	YFR027W	eco1-1	0.361
YJL074C	smc3-42	YLR381W	ctf3	0.279
YJL074C	smc3-42	YDR318W	mcm21	0.294
YJL074C	smc3-42	YEL061C	cin8	0.216
YJL074C	smc3-42	YPL018W	ctf19	0.262
YJL074C	smc3-42	YOR014W	rts1	0.239
YJL074C	smc3-42	YPL253C	vik1	0.299
YJL074C	smc3-42	YFL008W	smc1-259	0.620
YJL074C	smc3-42	YPR135W	ctf4	0.423
YJL074C	smc3-42	YPR119W	clb2	0.239
YJL074C	smc3-42	YGR188C	bub1-supp1	0.365
YJL074C	smc3-42	YLR045C	stu2-11	0.223
YJL074C	smc3-42	YDL003W	mcd1-5001	0.260
YJL074C	smc3-42	YGL093W	spc105-15	0.275
YJL074C	smc3-42	YDR113C	pds1-128	0.356
YJL074C	smc3-42	YHR191C	ctf8-9	0.288
YGL116W	cdc20-2	YKL145W	rpt1-1	0.218
YGL116W	cdc20-2	YCL016C	dcc1	0.256
YGL116W	cdc20-2	YGL116W	cdc20-3	0.652
YGL116W	cdc20-2	YHR166C	cdc23-1	0.441
YGL116W	cdc20-2	YMR078C	ctf18	0.281
YGL116W	cdc20-2	YFR052W	rpn12-1	0.220
YGL116W	cdc20-2	YAL024C	lte1	0.229
YGL116W	cdc20-2	YGL240W	doc1-supp1	0.385
YGL116W	cdc20-2	YHR191C	ctf8	0.268
YGL116W	cdc20-2	YKL052C	ask1-3	0.222
YGL116W	cdc20-2	YMR047C	nup116-5024	0.253
YGL116W	cdc20-2	YNL298W	cla4	0.254
YGL116W	cdc20-2	YML064C	tem1-3	0.262
YGL116W	cdc20-2	YFR028C	cdc14-1	0.224
YGL116W	cdc20-2	YPR135W	ctf4	0.267
YGL116W	cdc20-2	YPR119W	clb2	0.299
YGL116W	cdc20-2	YOR261C	rpn8-5007	0.231
YGL116W	cdc20-2	YBR135W	cks1-38	0.316
YKL145W	rpt1-1	YGL116W	cdc20-3	0.224
YKL145W	rpt1-1	YHR166C	cdc23-1	0.305
YKL145W	rpt1-1	YFR050C	pre4-5001	0.405
YKL145W	rpt1-1	YFR052W	rpn12-1	0.369
YKL145W	rpt1-1	YDL097C	rpn6-1	0.412
YKL145W	rpt1-1	YIR011C	sts1-5001	0.214
YKL145W	rpt1-1	YDL097C	rpn6-5001	0.361
YKL145W	rpt1-1	YDL147W	rpn5-1	0.326
YKL145W	rpt1-1	YAL024C	lte1-supp1	0.236
YKL145W	rpt1-1	YFR004W	rpn11-8	0.456
YKL145W	rpt1-1	YNL298W	cla4	0.227
YKL145W	rpt1-1	YPR103W	pre2-127	0.202
YKL145W	rpt1-1	YFR004W	rpn11-14	0.466
YKL145W	rpt1-1	YDL020C	rpn4	0.208
YKL145W	rpt1-1	YBL058W	shp1	0.200
YKL145W	rpt1-1	YPR108W	rpn7-3	0.440
YKL145W	rpt1-1	YOR261C	rpn8-5007	0.395
YFL039C	act1-108	YOR181W	las17-14	0.302
YFL039C	act1-108	YOR035C	she4	0.435
YFL039C	act1-108	YFL039C	act1-3	0.438
YFL039C	act1-108	YFL039C	act1-155	0.224
YFL039C	act1-108	YFL039C	act1-105	0.223
YFL039C	act1-108	YIL062C	arc15-10	0.367
YFL039C	act1-108	YFL039C	act1-129	0.400
YFL039C	act1-108	YDR129C	sac6	0.345
YFL039C	act1-108	YFL039C	act1-124	0.288
YFL039C	act1-108	YEL003W	gim4	0.272
YFL039C	act1-108	YNR035C	arc35-5	0.237
YFL039C	act1-108	YNL153C	gim3	0.250
YFL039C	act1-108	YFL039C	act1-125	0.373
YFL039C	act1-108	YMR109W	myo5	0.205
YFL039C	act1-108	YOR181W	las17-13	0.428
YFL039C	act1-108	YFL039C	act1-112	0.389
YFL039C	act1-108	YFL039C	act1-101	0.364
YFL039C	act1-108	YDL029W	arp2-14	0.370
YFL039C	act1-108	YFL039C	act1-119	0.392
YFL039C	act1-108	YFL039C	act1-120	0.366
YFL039C	act1-108	YDR388W	rvs167	0.243
YFL039C	act1-108	YFL039C	act1-121	0.411
YFL039C	act1-108	YLR337C	vrp1-supp1	0.328
YFL039C	act1-108	YKL203C	tor2-29	0.322
YFL039C	act1-108	YFL039C	act1-136	0.580
YFL039C	act1-108	YFL039C	act1-159	0.205
YFL039C	act1-108	YDR276C	pmp3	0.227
YFL039C	act1-108	YFL039C	act1-4	0.395
YFL039C	act1-108	YOR281C	plp2-5001	0.313
YFL039C	act1-108	YLR370C	arc18	0.430
YFL039C	act1-108	YDR212W	tcp1-1	0.357
YFL039C	act1-108	YNR035C	arc35-6	0.349
YFL039C	act1-108	YJL008C	cct8-5002	0.373
YFL039C	act1-108	YFL039C	act1-122	0.282
YFL039C	act1-108	YLR370C	arc18-supp1	0.256
YFL039C	act1-108	YFL039C	act1-132	0.387
YFL039C	act1-108	YGR078C	pac10-supp1	0.206
YFL039C	act1-108	YDL143W	cct4-1	0.210
YFL039C	act1-108	YJR064W	cct5-5001	0.305
YFL039C	act1-108	YGL012W	erg4	0.235
YFL039C	act1-108	YJL179W	pfd1	0.252
YFL039C	act1-108	YGR078C	pac10	0.313
YFL039C	act1-108	YNL181W	pbr1-5001	0.201
YPR128C	ant1	YER008C	sec3-2	0.232
YNL181W	pbr1-5012	YLR342W	fks1	0.391
YNL181W	pbr1-5012	YLR110C	ccw12	0.215
YNL181W	pbr1-5012	YNL181W	pbr1-5002	0.558
YNL181W	pbr1-5012	YPL158C	aim44	0.242
YNL181W	pbr1-5012	YGR229C	smi1	0.357
YNL181W	pbr1-5012	YOR326W	myo2-14	0.213
YNL181W	pbr1-5012	YNL181W	pbr1-5005	0.694
YNL181W	pbr1-5012	YNL181W	pbr1-5007	0.631
YNL181W	pbr1-5012	YNL181W	pbr1-5001	0.633
YNL181W	pbr1-5012	YNL181W	pbr1-5006	0.506
YLR461W	pau4	YER008C	sec3-2	0.230
YCL016C	dcc1	YGL116W	cdc20-3	0.292
YCL016C	dcc1	YCL029C	bik1	0.202
YCL016C	dcc1	YOR195W	slk19	0.220
YCL016C	dcc1	YOR026W	bub3	0.382
YCL016C	dcc1	YDL028C	mps1-3796	0.215
YCL016C	dcc1	YPL017C	irc15	0.233
YCL016C	dcc1	YBR156C	sli15-3	0.212
YCL016C	dcc1	YHR166C	cdc23-1	0.367
YCL016C	dcc1	YDL003W	mcd1-73	0.304
YCL016C	dcc1	YMR078C	ctf18	0.656
YCL016C	dcc1	YER016W	bim1	0.290
YCL016C	dcc1	YBL034C	stu1-8	0.215
YCL016C	dcc1	YPR046W	mcm16	0.214
YCL016C	dcc1	YGL240W	doc1-supp1	0.264
YCL016C	dcc1	YGR113W	dam1-1	0.278
YCL016C	dcc1	YBR107C	iml3	0.204
YCL016C	dcc1	YHR191C	ctf8	0.709
YCL016C	dcc1	YPR141C	kar3	0.305
YCL016C	dcc1	YER147C	scc4-5001	0.261
YCL016C	dcc1	YJL074C	smc3-1	0.364
YCL016C	dcc1	YMR198W	cik1	0.234
YCL016C	dcc1	YNR016C	acc1-5009-supp1	0.227
YCL016C	dcc1	YGL086W	mad1	0.258
YCL016C	dcc1	YBL034C	stu1-6	0.291
YCL016C	dcc1	YJR135C	mcm22	0.226
YCL016C	dcc1	YAR007C	rfa1-m2	0.266
YCL016C	dcc1	YMR076C	pds5-1	0.299
YCL016C	dcc1	YFL008W	smc1-2	0.301
YCL016C	dcc1	YJL030W	mad2	0.254
YCL016C	dcc1	YDR254W	chl4	0.288
YCL016C	dcc1	YHR191C	ctf8-162	0.561
YCL016C	dcc1	YDR180W	scc2-4	0.369
YCL016C	dcc1	YMR047C	nup116-5024	0.265
YCL016C	dcc1	YDR014W	rad61	0.222
YCL016C	dcc1	YPL008W	chl1	0.364
YCL016C	dcc1	YFR027W	eco1-1	0.238
YCL016C	dcc1	YLR381W	ctf3	0.267
YCL016C	dcc1	YDR318W	mcm21	0.340
YCL016C	dcc1	YPL018W	ctf19	0.322
YCL016C	dcc1	YOR014W	rts1	0.234
YCL016C	dcc1	YPL253C	vik1	0.311
YCL016C	dcc1	YFL008W	smc1-259	0.324
YCL016C	dcc1	YPR135W	ctf4	0.476
YCL016C	dcc1	YGR188C	bub1-supp1	0.336
YCL016C	dcc1	YLR045C	stu2-11	0.225
YCL016C	dcc1	YDR113C	pds1-128	0.293
YCL016C	dcc1	YHR191C	ctf8-9	0.737
YMR294W	jnm1	YCL029C	bik1	0.411
YMR294W	jnm1	YGL086W	mad1	0.218
YMR294W	jnm1	YJL030W	mad2	0.237
YMR294W	jnm1	YDR149C	ydr149c	0.615
YMR294W	jnm1	YMR055C	bub2	0.203
YMR294W	jnm1	YDR150W	num1	0.691
YMR294W	jnm1	YJL008C	cct8-5002	0.352
YMR294W	jnm1	YER133W	glc7-12	0.209
YOR181W	las17-14	YOR035C	she4	0.307
YOR181W	las17-14	YFL039C	act1-3	0.256
YOR181W	las17-14	YFL039C	act1-155	0.237
YOR181W	las17-14	YIL062C	arc15-10	0.424
YOR181W	las17-14	YFL039C	act1-129	0.354
YOR181W	las17-14	YOR181W	las17-1-supp1	0.270
YOR181W	las17-14	YDR129C	sac6	0.360
YOR181W	las17-14	YFL039C	act1-124	0.314
YOR181W	las17-14	YNR035C	arc35-5	0.221
YOR181W	las17-14	YOR122C	pfy1-4	0.210
YOR181W	las17-14	YFL039C	act1-125	0.423
YOR181W	las17-14	YMR109W	myo5	0.251
YOR181W	las17-14	YOR181W	las17-13	0.672
YOR181W	las17-14	YIR006C	pan1-4	0.379
YOR181W	las17-14	YLR111W	ylr111w	0.217
YOR181W	las17-14	YDL029W	arp2-14	0.207
YOR181W	las17-14	YFL039C	act1-119	0.349
YOR181W	las17-14	YFL039C	act1-120	0.381
YOR181W	las17-14	YDR388W	rvs167	0.235
YOR181W	las17-14	YFL039C	act1-121	0.378
YOR181W	las17-14	YBL007C	sla1	0.321
YOR181W	las17-14	YLR337C	vrp1-supp1	0.345
YOR181W	las17-14	YBR109C	cmd1-8	0.234
YOR181W	las17-14	YCR009C	rvs161	0.261
YOR181W	las17-14	YFL039C	act1-136	0.299
YOR181W	las17-14	YFL039C	act1-159	0.364
YOR181W	las17-14	YNL243W	sla2	0.332
YOR181W	las17-14	YLR370C	arc18	0.397
YOR181W	las17-14	YNR035C	arc35-6	0.423
YOR181W	las17-14	YFL039C	act1-122	0.444
YOR181W	las17-14	YLR370C	arc18-supp1	0.429
YOR181W	las17-14	YFL039C	act1-132	0.337
YOR181W	las17-14	YBR078W	ecm33	0.243
YOR181W	las17-14	YNL084C	end3-supp1	0.231
YOR181W	las17-14	YLR337C	vrp1	0.248
YPL112C	pex25	YER008C	sec3-2	0.209
YPL112C	pex25	YOR011W-A	yor011w-a	0.215
YPL115C	bem3	YEL017C-A	pmp2	0.210
YPL115C	bem3	YIL140W	axl2	0.251
YPL115C	bem3	YPL038W-A	ypl038w-a	0.283
YPL115C	bem3	YMR273C	zds1	0.243
YPL115C	bem3	YOR011W-A	yor011w-a	0.206
YGL116W	cdc20-3	YHR166C	cdc23-1	0.471
YGL116W	cdc20-3	YMR078C	ctf18	0.324
YGL116W	cdc20-3	YFR052W	rpn12-1	0.202
YGL116W	cdc20-3	YAL024C	lte1	0.206
YGL116W	cdc20-3	YGL240W	doc1-supp1	0.434
YGL116W	cdc20-3	YHR191C	ctf8	0.282
YGL116W	cdc20-3	YPR141C	kar3	0.208
YGL116W	cdc20-3	YAL024C	lte1-supp1	0.243
YGL116W	cdc20-3	YKL052C	ask1-3	0.242
YGL116W	cdc20-3	YHR191C	ctf8-162	0.260
YGL116W	cdc20-3	YMR047C	nup116-5024	0.224
YGL116W	cdc20-3	YNL298W	cla4	0.239
YGL116W	cdc20-3	YFR028C	cdc14-1	0.236
YGL116W	cdc20-3	YPR135W	ctf4	0.306
YGL116W	cdc20-3	YPR119W	clb2	0.248
YGL116W	cdc20-3	YOR261C	rpn8-5007	0.202
YGL116W	cdc20-3	YBR135W	cks1-38	0.247
YGL116W	cdc20-3	YFR028C	cdc14-8	0.216
YGL116W	cdc20-3	YHR191C	ctf8-9	0.250
YOR035C	she4	YFL039C	act1-3	0.379
YOR035C	she4	YKL007W	cap1	0.247
YOR035C	she4	YEL005C	vab2	0.288
YOR035C	she4	YIL062C	arc15-10	0.344
YOR035C	she4	YFL039C	act1-129	0.383
YOR035C	she4	YDR129C	sac6	0.366
YOR035C	she4	YFL039C	act1-124	0.328
YOR035C	she4	YNR035C	arc35-5	0.347
YOR035C	she4	YIL034C	cap2	0.231
YOR035C	she4	YKL203C	tor2-21	0.270
YOR035C	she4	YFL039C	act1-125	0.448
YOR035C	she4	YMR109W	myo5	0.345
YOR035C	she4	YLR110C	ccw12	0.353
YOR035C	she4	YDR208W	mss4-103	0.340
YOR035C	she4	YOR181W	las17-13	0.381
YOR035C	she4	YIR006C	pan1-4	0.361
YOR035C	she4	YPR165W	rho1-5002	0.203
YOR035C	she4	YFL039C	act1-112	0.259
YOR035C	she4	YFL039C	act1-101	0.343
YOR035C	she4	YDL029W	arp2-14	0.383
YOR035C	she4	YFL039C	act1-119	0.382
YOR035C	she4	YFL039C	act1-120	0.355
YOR035C	she4	YDR388W	rvs167	0.343
YOR035C	she4	YML115C	van1	0.217
YOR035C	she4	YFL039C	act1-121	0.326
YOR035C	she4	YBL007C	sla1	0.382
YOR035C	she4	YLR337C	vrp1-supp1	0.435
YOR035C	she4	YBR109C	cmd1-8	0.352
YOR035C	she4	YNL138W	srv2-ts	0.211
YOR035C	she4	YKL203C	tor2-29	0.293
YOR035C	she4	YBR023C	chs3	0.218
YOR035C	she4	YBR234C	arc40-5001	0.321
YOR035C	she4	YFL039C	act1-136	0.400
YOR035C	she4	YFL039C	act1-159	0.250
YOR035C	she4	YNL054W	vac7	0.234
YOR035C	she4	YHR030C	slt2	0.294
YOR035C	she4	YNL152W	inn1-5007	0.217
YOR035C	she4	YLR408C	bls1	0.230
YOR035C	she4	YDR276C	pmp3	0.237
YOR035C	she4	YFL039C	act1-4	0.306
YOR035C	she4	YER093C	tsc11-1	0.241
YOR035C	she4	YNL271C	bni1	0.213
YOR035C	she4	YNL138W	srv2-2	0.268
YOR035C	she4	YOL078W	avo1-5005	0.256
YOR035C	she4	YLR370C	arc18	0.482
YOR035C	she4	YDR212W	tcp1-1	0.331
YOR035C	she4	YNR035C	arc35-6	0.493
YOR035C	she4	YJL008C	cct8-5002	0.269
YOR035C	she4	YJL095W	bck1	0.247
YOR035C	she4	YFL039C	act1-132	0.425
YOR035C	she4	YBL061C	skt5	0.270
YOR035C	she4	YNL084C	end3-supp1	0.321
YOR035C	she4	YJR064W	cct5-5001	0.254
YCL029C	bik1	YOR026W	bub3	0.212
YCL029C	bik1	YDR325W	ycg1-2	0.202
YCL029C	bik1	YBR156C	sli15-3	0.236
YCL029C	bik1	YGL093W	spc105-4	0.214
YCL029C	bik1	YLR045C	stu2-13	0.248
YCL029C	bik1	YGR113W	dam1-1	0.246
YCL029C	bik1	YLR045C	stu2-12	0.275
YCL029C	bik1	YJL030W	mad2	0.232
YCL029C	bik1	YDR149C	ydr149c	0.410
YCL029C	bik1	YML124C	tub3	0.252
YCL029C	bik1	YDR150W	num1	0.439
YCL029C	bik1	YPL253C	vik1	0.227
YCL029C	bik1	YLR045C	stu2-11	0.225
YCL029C	bik1	YMR117C	spc24-9	0.210
YER018C	spc25-1	YIR010W	dsn1-7	0.258
YER018C	spc25-1	YGL093W	spc105-4	0.208
YER018C	spc25-1	YJR112W	nnf1-77	0.204
YER018C	spc25-1	YDR016C	dad1-5005	0.211
YER018C	spc25-1	YLR045C	stu2-12	0.269
YER018C	spc25-1	YIL144W	tid3-1	0.266
YER018C	spc25-1	YGL086W	mad1	0.216
YER018C	spc25-1	YDR254W	chl4	0.210
YER018C	spc25-1	YPL233W	nsl1-6	0.211
YER018C	spc25-1	YPL018W	ctf19	0.210
YER018C	spc25-1	YGL093W	spc105-15	0.271
YER018C	spc25-1	YMR117C	spc24-9	0.271
YER107C	gle2	YMR067C	ubx4	0.204
YER107C	gle2	YER120W	scs2	0.234
YER107C	gle2	YGR092W	dbf2	0.262
YER107C	gle2	YHR166C	cdc23-1	0.260
YER107C	gle2	YFR052W	rpn12-1	0.252
YER107C	gle2	YIR011C	sts1-5001	0.210
YER107C	gle2	YGL240W	doc1-supp1	0.250
YER107C	gle2	YGR119C	nup57-e17	0.296
YER107C	gle2	YLR347C	kap95-e126k	0.213
YER107C	gle2	YFR004W	rpn11-8	0.240
YER107C	gle2	YMR047C	nup116-5024	0.451
YER107C	gle2	YNL298W	cla4	0.229
YER107C	gle2	YFR004W	rpn11-14	0.223
YER107C	gle2	YGL097W	srm1-ts	0.245
YER107C	gle2	YPR119W	clb2	0.206
YER107C	gle2	YLR045C	stu2-11	0.201
YER107C	gle2	YOR261C	rpn8-5007	0.254
YAL041W	cdc24-4	YAL041W	cdc24-h	0.212
YLR163C	mas1-1	YNL267W	pik1-139	0.224
YLR163C	mas1-1	YER008C	sec3-2	0.207
YBR255W	mtc4	YHR151C	mtc6	0.433
YBR255W	mtc4	YDL029W	arp2-14	0.204
YBR255W	mtc4	YKL098W	mtc2	0.347
YGR105W	vma21	YMR123W	pkr1	0.255
YGR105W	vma21	YEL027W	vma3	0.540
YGR105W	vma21	YCL005W-A	vma9	0.427
YGR105W	vma21	YKL080W	vma5	0.346
YGR105W	vma21	YEL051W	vma8	0.601
YGR105W	vma21	YPR036W	vma13	0.547
YGR105W	vma21	YLR447C	vma6	0.470
YGR105W	vma21	YPL234C	vma11	0.487
YGR105W	vma21	YHR039C-A	vma10	0.498
YGR105W	vma21	YGR078C	pac10-supp1	0.247
YGR105W	vma21	YHR060W	vma22	0.518
YGR105W	vma21	YOR332W	vma4	0.402
YDL074C	bre1	YAL013W	dep1	0.208
YDL074C	bre1	YBR095C	rxt2	0.214
YDL074C	bre1	YOL004W	sin3	0.212
YDL074C	bre1	YGL058W	rad6	0.405
YDL074C	bre1	YDR469W	sdc1	0.486
YDL074C	bre1	YLR418C	cdc73	0.255
YDL074C	bre1	YGL194C	hos2	0.203
YDL074C	bre1	YAR003W	swd1	0.461
YDL074C	bre1	YGL244W	rtf1	0.575
YDL074C	bre1	YBR175W	swd3	0.410
YDL074C	bre1	YGL020C	get1-supp1	0.241
YDL074C	bre1	YPR161C	sgv1-35	0.244
YDL074C	bre1	YPL055C	lge1	0.532
YDL074C	bre1	YPR161C	sgv1-80	0.234
YDL074C	bre1	YHR119W	set1	0.378
YDL074C	bre1	YNL238W	kex2	0.230
YJR112W	nnf1-17	YIR010W	dsn1-7	0.238
YJR112W	nnf1-17	YJR112W	nnf1-77	0.359
YJR112W	nnf1-17	YIR010W	dsn1-8	0.238
YJR112W	nnf1-17	YJL030W	mad2	0.205
YJR112W	nnf1-17	YDR254W	chl4	0.213
YJR112W	nnf1-17	YPL233W	nsl1-6	0.246
YJR112W	nnf1-17	YGL093W	spc105-15	0.247
YFR018C	yfr018c	YER008C	sec3-2	0.208
YOR195W	slk19	YHR166C	cdc23-1	0.229
YOR195W	slk19	YDL003W	mcd1-73	0.207
YOR195W	slk19	YMR078C	ctf18	0.221
YOR195W	slk19	YFR052W	rpn12-1	0.227
YOR195W	slk19	YDR201W	spc19-5001	0.210
YOR195W	slk19	YGR113W	dam1-1	0.247
YOR195W	slk19	YHR191C	ctf8	0.228
YOR195W	slk19	YJL074C	smc3-1	0.216
YOR195W	slk19	YLR045C	stu2-12	0.216
YOR195W	slk19	YGL086W	mad1	0.282
YOR195W	slk19	YKL052C	ask1-3	0.239
YOR195W	slk19	YAR019C	cdc15-2	0.201
YOR195W	slk19	YJL030W	mad2	0.260
YOR195W	slk19	YHR191C	ctf8-162	0.229
YOR195W	slk19	YFR004W	rpn11-8	0.222
YOR195W	slk19	YDR180W	scc2-4	0.251
YOR195W	slk19	YPL008W	chl1	0.207
YOR195W	slk19	YFR004W	rpn11-14	0.215
YOR195W	slk19	YBL058W	shp1	0.214
YOR195W	slk19	YOR014W	rts1	0.208
YOR195W	slk19	YPL253C	vik1	0.268
YOR195W	slk19	YFL008W	smc1-259	0.253
YOR195W	slk19	YPR135W	ctf4	0.208
YOR195W	slk19	YPR119W	clb2	0.312
YOR195W	slk19	YOR261C	rpn8-5007	0.240
YOR195W	slk19	YDR113C	pds1-128	0.252
YOR195W	slk19	YFR028C	cdc14-8	0.233
YOR195W	slk19	YHR191C	ctf8-9	0.221
YOR026W	bub3	YOR349W	cin1	0.265
YOR026W	bub3	YDR325W	ycg1-2	0.209
YOR026W	bub3	YDL028C	mps1-3796	0.418
YOR026W	bub3	YPL017C	irc15	0.279
YOR026W	bub3	YIR010W	dsn1-7	0.261
YOR026W	bub3	YBR156C	sli15-3	0.468
YOR026W	bub3	YGL093W	spc105-4	0.392
YOR026W	bub3	YDL003W	mcd1-73	0.344
YOR026W	bub3	YER007W	pac2	0.202
YOR026W	bub3	YPL124W	spc29-3	0.202
YOR026W	bub3	YPL241C	cin2	0.226
YOR026W	bub3	YMR078C	ctf18	0.320
YOR026W	bub3	YNR016C	acc1-5007-supp1	0.332
YOR026W	bub3	YDR201W	spc19-5001	0.226
YOR026W	bub3	YER016W	bim1	0.487
YOR026W	bub3	YBL034C	stu1-8	0.344
YOR026W	bub3	YNL153C	gim3	0.268
YOR026W	bub3	YPR046W	mcm16	0.250
YOR026W	bub3	YBL034C	stu1-12	0.309
YOR026W	bub3	YER147C	scc4-4	0.274
YOR026W	bub3	YGR113W	dam1-1	0.504
YOR026W	bub3	YBR107C	iml3	0.262
YOR026W	bub3	YHR191C	ctf8	0.401
YOR026W	bub3	YPR141C	kar3	0.321
YOR026W	bub3	YER147C	scc4-5001	0.329
YOR026W	bub3	YJL074C	smc3-1	0.436
YOR026W	bub3	YLR045C	stu2-12	0.284
YOR026W	bub3	YMR198W	cik1	0.227
YOR026W	bub3	YNR016C	acc1-5009-supp1	0.346
YOR026W	bub3	YGL086W	mad1	0.436
YOR026W	bub3	YBL034C	stu1-6	0.412
YOR026W	bub3	YJR135C	mcm22	0.272
YOR026W	bub3	YMR076C	pds5-1	0.290
YOR026W	bub3	YFL008W	smc1-2	0.304
YOR026W	bub3	YJL030W	mad2	0.388
YOR026W	bub3	YJL013C	mad3	0.221
YOR026W	bub3	YDR254W	chl4	0.275
YOR026W	bub3	YHR191C	ctf8-162	0.310
YOR026W	bub3	YLR045C	stu2-10	0.262
YOR026W	bub3	YDR180W	scc2-4	0.365
YOR026W	bub3	YDR014W	rad61	0.251
YOR026W	bub3	YPL008W	chl1	0.260
YOR026W	bub3	YFR027W	eco1-1	0.215
YOR026W	bub3	YLR381W	ctf3	0.286
YOR026W	bub3	YDR318W	mcm21	0.317
YOR026W	bub3	YEL061C	cin8	0.263
YOR026W	bub3	YML124C	tub3	0.228
YOR026W	bub3	YPL018W	ctf19	0.318
YOR026W	bub3	YOR014W	rts1	0.273
YOR026W	bub3	YBR211C	ame1-4	0.217
YOR026W	bub3	YPL253C	vik1	0.359
YOR026W	bub3	YFL008W	smc1-259	0.339
YOR026W	bub3	YPR135W	ctf4	0.262
YOR026W	bub3	YGR188C	bub1-supp1	0.532
YOR026W	bub3	YLR045C	stu2-11	0.283
YOR026W	bub3	YDL003W	mcd1-5001	0.213
YOR026W	bub3	YGL093W	spc105-15	0.331
YOR026W	bub3	YDR113C	pds1-128	0.382
YOR026W	bub3	YDL028C	mps1-417	0.286
YOR026W	bub3	YMR117C	spc24-9	0.269
YOR026W	bub3	YGR179C	okp1-5	0.226
YOR026W	bub3	YDL008W	apc11-13	0.205
YOR026W	bub3	YHR191C	ctf8-9	0.291
YAL013W	dep1	YBR095C	rxt2	0.577
YAL013W	dep1	YOL004W	sin3	0.501
YAL013W	dep1	YGL244W	rtf1	0.230
YAL013W	dep1	YFL023W	bud27	0.202
YAL013W	dep1	YPL182C	ypl182c	0.355
