Gene A ORF	Gene A allele	Gene B ORF	Gene B allele	Correlation
YOR072W-B	yor072w-b	YML124C	tub3	0.206
YOR072W-B	yor072w-b	YPL018W	ctf19	0.273
YOR072W-B	yor072w-b	YOR014W	rts1	0.338
YOR072W-B	yor072w-b	YPL253C	vik1	0.450
YOR072W-B	yor072w-b	YFL008W	smc1-259	0.469
YOR072W-B	yor072w-b	YPR135W	ctf4	0.207
YOR072W-B	yor072w-b	YMR048W	csm3	0.254
YOR072W-B	yor072w-b	YLR045C	stu2-11	0.214
YOR072W-B	yor072w-b	YGL093W	spc105-15	0.286
YOR072W-B	yor072w-b	YDR113C	pds1-128	0.281
YOR072W-B	yor072w-b	YDL028C	mps1-417	0.351
YOR072W-B	yor072w-b	YGR078C	pac10	0.215
YOR072W-B	yor072w-b	YMR117C	spc24-9	0.202
YDR128W	mtc5	YLR208W	sec13-1	0.396
YDR128W	mtc5	YNL229C	ure2	0.203
YDR128W	mtc5	YNL006W	lst8-15	0.237
YDR128W	mtc5	YGR057C	lst7	0.392
YGR188C	bub1	YCL016C	dcc1	0.278
YGR188C	bub1	YOR026W	bub3	0.574
YGR188C	bub1	YDL028C	mps1-3796	0.264
YGR188C	bub1	YBR156C	sli15-3	0.297
YGR188C	bub1	YGL093W	spc105-4	0.230
YGR188C	bub1	YMR078C	ctf18	0.205
YGR188C	bub1	YNR016C	acc1-5007-supp1	0.206
YGR188C	bub1	YER016W	bim1	0.317
YGR188C	bub1	YBL034C	stu1-8	0.223
YGR188C	bub1	YGR113W	dam1-1	0.274
YGR188C	bub1	YHR191C	ctf8	0.284
YGR188C	bub1	YPR141C	kar3	0.206
YGR188C	bub1	YJL074C	smc3-1	0.253
YGR188C	bub1	YNR016C	acc1-5009-supp1	0.235
YGR188C	bub1	YGL086W	mad1	0.254
YGR188C	bub1	YBL034C	stu1-6	0.250
YGR188C	bub1	YJL030W	mad2	0.202
YGR188C	bub1	YDR180W	scc2-4	0.243
YGR188C	bub1	YDR113C	pds1-128	0.207
YGR188C	bub1	YDL028C	mps1-417	0.204
YNL064C	ydj1	YMR186W	hsc82	0.273
YNL064C	ydj1	YPL106C	sse1	0.238
YNL064C	ydj1	YOR027W	sti1	0.312
YNL064C	ydj1	YGL073W	hsf1-848	0.243
YLR215C	cdc123-4	YPL237W	sui3-5001	0.324
YLR215C	cdc123-4	YER025W	gcd11-5001-supp1	0.221
YBL034C	stu1-5	YPL209C	ipl1-2	0.317
YBL034C	stu1-5	YLR200W	yke2	0.254
YBL034C	stu1-5	YCR065W	hcm1	0.249
YBL034C	stu1-5	YOR026W	bub3	0.243
YBL034C	stu1-5	YOR349W	cin1	0.328
YBL034C	stu1-5	YDL028C	mps1-3796	0.269
YBL034C	stu1-5	YPL017C	irc15	0.235
YBL034C	stu1-5	YBR156C	sli15-3	0.296
YBL034C	stu1-5	YLR045C	stu2-13	0.339
YBL034C	stu1-5	YGL216W	kip3	0.248
YBL034C	stu1-5	YER007W	pac2	0.211
YBL034C	stu1-5	YPL241C	cin2	0.326
YBL034C	stu1-5	YER016W	bim1	0.408
YBL034C	stu1-5	YBL034C	stu1-8	0.403
YBL034C	stu1-5	YLR210W	clb4	0.216
YBL034C	stu1-5	YNL153C	gim3	0.250
YBL034C	stu1-5	YPR046W	mcm16	0.217
YBL034C	stu1-5	YGL240W	doc1-supp1	0.249
YBL034C	stu1-5	YBL034C	stu1-12	0.485
YBL034C	stu1-5	YGR113W	dam1-1	0.311
YBL034C	stu1-5	YPR141C	kar3	0.319
YBL034C	stu1-5	YER147C	scc4-5001	0.235
YBL034C	stu1-5	YJL074C	smc3-1	0.244
YBL034C	stu1-5	YLR045C	stu2-12	0.352
YBL034C	stu1-5	YGL086W	mad1	0.263
YBL034C	stu1-5	YBL034C	stu1-6	0.457
YBL034C	stu1-5	YJR135C	mcm22	0.237
YBL034C	stu1-5	YPL269W	kar9	0.207
YBL034C	stu1-5	YMR076C	pds5-1	0.205
YBL034C	stu1-5	YJL030W	mad2	0.333
YBL034C	stu1-5	YOR058C	ase1	0.272
YBL034C	stu1-5	YDR254W	chl4	0.253
YBL034C	stu1-5	YLR045C	stu2-10	0.264
YBL034C	stu1-5	YDR180W	scc2-4	0.207
YBL034C	stu1-5	YLR381W	ctf3	0.239
YBL034C	stu1-5	YDR318W	mcm21	0.232
YBL034C	stu1-5	YEL061C	cin8	0.416
YBL034C	stu1-5	YML124C	tub3	0.356
YBL034C	stu1-5	YPL018W	ctf19	0.254
YBL034C	stu1-5	YMR055C	bub2	0.289
YBL034C	stu1-5	YPL253C	vik1	0.237
YBL034C	stu1-5	YGL217C	ygl217c	0.289
YBL034C	stu1-5	YGR078C	pac10-supp1	0.229
YBL034C	stu1-5	YLR045C	stu2-11	0.297
YPL209C	ipl1-2	YJL074C	smc3-42	0.256
YPL209C	ipl1-2	YOR026W	bub3	0.285
YPL209C	ipl1-2	YOR349W	cin1	0.267
YPL209C	ipl1-2	YDL028C	mps1-3796	0.396
YPL209C	ipl1-2	YPL017C	irc15	0.229
YPL209C	ipl1-2	YBR156C	sli15-3	0.484
YPL209C	ipl1-2	YGL093W	spc105-4	0.239
YPL209C	ipl1-2	YDL003W	mcd1-73	0.259
YPL209C	ipl1-2	YER007W	pac2	0.251
YPL209C	ipl1-2	YPL124W	spc29-3	0.239
YPL209C	ipl1-2	YPL241C	cin2	0.226
YPL209C	ipl1-2	YER016W	bim1	0.289
YPL209C	ipl1-2	YBL034C	stu1-8	0.273
YPL209C	ipl1-2	YPR046W	mcm16	0.261
YPL209C	ipl1-2	YBL034C	stu1-12	0.306
YPL209C	ipl1-2	YER147C	scc4-4	0.207
YPL209C	ipl1-2	YGR113W	dam1-1	0.383
YPL209C	ipl1-2	YBR107C	iml3	0.223
YPL209C	ipl1-2	YPR141C	kar3	0.230
YPL209C	ipl1-2	YER147C	scc4-5001	0.262
YPL209C	ipl1-2	YJL074C	smc3-1	0.276
YPL209C	ipl1-2	YGL086W	mad1	0.277
YPL209C	ipl1-2	YBL034C	stu1-6	0.239
YPL209C	ipl1-2	YJR135C	mcm22	0.245
YPL209C	ipl1-2	YPL209C	ipl1-1	0.290
YPL209C	ipl1-2	YJL030W	mad2	0.272
YPL209C	ipl1-2	YDR254W	chl4	0.279
YPL209C	ipl1-2	YDR180W	scc2-4	0.285
YPL209C	ipl1-2	YDR014W	rad61	0.240
YPL209C	ipl1-2	YPL008W	chl1	0.232
YPL209C	ipl1-2	YLR381W	ctf3	0.274
YPL209C	ipl1-2	YDR318W	mcm21	0.322
YPL209C	ipl1-2	YEL061C	cin8	0.290
YPL209C	ipl1-2	YML124C	tub3	0.204
YPL209C	ipl1-2	YPL018W	ctf19	0.276
YPL209C	ipl1-2	YPL253C	vik1	0.378
YPL209C	ipl1-2	YFL008W	smc1-259	0.318
YPL209C	ipl1-2	YGR188C	bub1-supp1	0.221
YPL209C	ipl1-2	YDL028C	mps1-417	0.216
YLR200W	yke2	YCR065W	hcm1	0.275
YLR200W	yke2	YML094W	gim5	0.762
YLR200W	yke2	YFL039C	act1-108	0.205
YLR200W	yke2	YOR026W	bub3	0.219
YLR200W	yke2	YOR349W	cin1	0.347
YLR200W	yke2	YLR045C	stu2-13	0.238
YLR200W	yke2	YER007W	pac2	0.274
YLR200W	yke2	YPL241C	cin2	0.292
YLR200W	yke2	YER016W	bim1	0.323
YLR200W	yke2	YBL034C	stu1-8	0.282
YLR200W	yke2	YNL153C	gim3	0.614
YLR200W	yke2	YBL034C	stu1-12	0.318
YLR200W	yke2	YGR113W	dam1-1	0.277
YLR200W	yke2	YLR045C	stu2-12	0.286
YLR200W	yke2	YGL086W	mad1	0.208
YLR200W	yke2	YBL034C	stu1-6	0.372
YLR200W	yke2	YJL030W	mad2	0.224
YLR200W	yke2	YFL039C	act1-136	0.245
YLR200W	yke2	YLR045C	stu2-10	0.220
YLR200W	yke2	YEL061C	cin8	0.330
YLR200W	yke2	YML124C	tub3	0.332
YLR200W	yke2	YDR212W	tcp1-1	0.201
YLR200W	yke2	YGR078C	pac10-supp1	0.587
YLR200W	yke2	YLR045C	stu2-11	0.230
YLR200W	yke2	YER013W	prp22-1	0.206
YLR200W	yke2	YGR078C	pac10	0.636
YGL061C	duo1-2	YGR113W	dam1-11	0.316
YGL061C	duo1-2	YGR113W	dam1-9	0.230
YGL061C	duo1-2	YMR117C	spc24-10	0.273
YGL061C	duo1-2	YIL144W	tid3-1-supp1	0.265
YGL061C	duo1-2	YBR211C	ame1-4	0.245
YDR052C	dbf4-1	YDL017W	cdc7-1	0.443
YDR052C	dbf4-1	YCL060C	ycl060c	0.246
YDR052C	dbf4-1	YGR274C	taf1-2	0.209
YDR052C	dbf4-1	YDL017W	cdc7-4	0.419
YDR052C	dbf4-1	YLR103C	cdc45-27	0.295
YDR052C	dbf4-1	YDR013W	psf1-1	0.319
YDR052C	dbf4-1	YOR144C	elg1	0.206
YDR052C	dbf4-1	YDR052C	dbf4-4	0.398
YDR052C	dbf4-1	YDR052C	dbf4-2	0.544
YDR052C	dbf4-1	YDR052C	dbf4-ts	0.548
YDR052C	dbf4-1	YGL113W	sld3-5001	0.224
YDR052C	dbf4-1	YNL262W	pol2-12	0.209
YML012W	erv25	YBL040C	erd2-5001	0.217
YML012W	erv25	YMR214W	scj1	0.249
YML012W	erv25	YLR459W	gab1-1	0.219
YML012W	erv25	YFL025C	bst1	0.274
YML012W	erv25	YLR268W	sec22-supp1	0.214
YML012W	erv25	YNL038W	gpi15-5001	0.230
YML012W	erv25	YGL084C	gup1	0.230
YML012W	erv25	YGR227W	die2	0.223
YML012W	erv25	YEL031W	spf1	0.215
YML012W	erv25	YPL096C-A	eri1	0.260
YML012W	erv25	YJL062W	las21	0.211
YML012W	erv25	YCR044C	per1-supp1	0.371
YML012W	erv25	YDR331W	gpi8-5001	0.240
YNL006W	lst8-6	YFL039C	act1-108	0.220
YNL006W	lst8-6	YOR035C	she4	0.233
YNL006W	lst8-6	YFL039C	act1-3	0.230
YNL006W	lst8-6	YER093C	tsc11-7	0.375
YNL006W	lst8-6	YKL203C	tor2-21	0.294
YNL006W	lst8-6	YDL029W	arp2-14	0.248
YNL006W	lst8-6	YKL203C	tor2-29	0.396
YNL006W	lst8-6	YFL039C	act1-136	0.234
YNL006W	lst8-6	YDL173W	par32	0.213
YNL006W	lst8-6	YFL039C	act1-4	0.219
YNL006W	lst8-6	YER093C	tsc11-1	0.357
YNL006W	lst8-6	YOL078W	avo1-5005	0.339
YNL006W	lst8-6	YDR212W	tcp1-1	0.215
YNL006W	lst8-6	YJL008C	cct8-5002	0.228
YNL006W	lst8-6	YNL229C	ure2	0.295
YNL006W	lst8-6	YER093C	tsc11-5	0.346
YNL006W	lst8-6	YJR064W	cct5-5001	0.201
YNL006W	lst8-6	YNL006W	lst8-15	0.498
YDR489W	sld5-5001	YCL060C	ycl060c	0.550
YDR489W	sld5-5001	YDL017W	cdc7-4	0.260
YDR489W	sld5-5001	YLR103C	cdc45-27	0.446
YDR489W	sld5-5001	YDR013W	psf1-1	0.495
YDR489W	sld5-5001	YPR162C	orc4-5001	0.262
YDR489W	sld5-5001	YCL061C	mrc1	0.394
YDR489W	sld5-5001	YOR144C	elg1	0.222
YDR489W	sld5-5001	YDR052C	dbf4-4	0.240
YDR489W	sld5-5001	YDR052C	dbf4-2	0.232
YDR489W	sld5-5001	YNL273W	tof1	0.296
YDR489W	sld5-5001	YDR052C	dbf4-ts	0.226
YDR489W	sld5-5001	YGL113W	sld3-5001	0.551
YDR489W	sld5-5001	YNL262W	pol2-12	0.425
YDR489W	sld5-5001	YMR048W	csm3	0.326
YDR489W	sld5-5001	YOL123W	hrp1-4	0.344
YNL158W	pga1-5001	YOR085W	ost3	0.261
YNL158W	pga1-5001	YLL031C	gpi13-4	0.262
YNL158W	pga1-5001	YEL002C	wbp1-2	0.230
YNL158W	pga1-5001	YLR459W	gab1-2	0.218
YNL158W	pga1-5001	YLR459W	gab1-3	0.319
YNL158W	pga1-5001	YOR002W	alg6	0.270
YNL158W	pga1-5001	YDR437W	gpi19-2xh	0.268
YNL158W	pga1-5001	YPL076W	gpi2-774	0.228
YNL158W	pga1-5001	YPL227C	alg5	0.248
YNL158W	pga1-5001	YHR101C	big1-5001	0.246
YNL158W	pga1-5001	YGL142C	gpi10-5001	0.296
YNL158W	pga1-5001	YGL027C	cwh41	0.260
YNL158W	pga1-5001	YJL034W	kar2-159	0.222
YNL158W	pga1-5001	YOL102C	tpt1-5001	0.338
YNL158W	pga1-5001	YJL002C	ost1-6	0.209
YNL158W	pga1-5001	YDR437W	gpi19-5001	0.264
YNL158W	pga1-5001	YEL002C	wbp1-1	0.204
YNL158W	pga1-5001	YOR336W	kre5-ts2	0.313
YNL158W	pga1-5001	YBR229C	rot2	0.254
YNL158W	pga1-5001	YJL091C	gwt1-20	0.252
YNL158W	pga1-5001	YLR459W	gab1-1	0.325
YNL158W	pga1-5001	YDL006W	ptc1	0.206
YNL158W	pga1-5001	YBR004C	gpi18-5001	0.374
YNL158W	pga1-5001	YBR260C	rgd1	0.216
YNL158W	pga1-5001	YLR087C	csf1	0.237
YNL158W	pga1-5001	YOR067C	alg8	0.276
YNL158W	pga1-5001	YHR030C	slt2	0.225
YNL158W	pga1-5001	YOR149C	smp3-1	0.203
YNL158W	pga1-5001	YJR013W	gpi14-5007	0.257
YNL158W	pga1-5001	YNL038W	gpi15-5001	0.312
YNL158W	pga1-5001	YDR434W	gpi17-5001	0.231
YNL158W	pga1-5001	YGL084C	gup1	0.229
YNL158W	pga1-5001	YGR227W	die2	0.205
YNL158W	pga1-5001	YML019W	ost6	0.202
YNL158W	pga1-5001	YLR088W	gaa1-ts	0.251
YNL158W	pga1-5001	YJL095W	bck1	0.231
YNL158W	pga1-5001	YPL096C-A	eri1	0.286
YNL158W	pga1-5001	YJL062W	las21	0.301
YNL158W	pga1-5001	YFL031W	hac1	0.343
YNL158W	pga1-5001	YHR188C	gpi16-5001	0.294
YNL158W	pga1-5001	YHR079C	ire1	0.334
YNL158W	pga1-5001	YAL058W	cne1	0.221
YNL158W	pga1-5001	YLR242C	arv1	0.249
YOR122C	pfy1-13	YFL039C	act1-3	0.247
YOR122C	pfy1-13	YBR200W	bem1	0.282
YOR122C	pfy1-13	YFL039C	act1-4	0.299
YOR122C	pfy1-13	YBR078W	ecm33	0.232
YMR022W	ubc7	YOL013C	hrd1	0.272
YMR022W	ubc7	YLR066W	spc3-4	0.202
YMR022W	ubc7	YMR264W	cue1	0.427
YCR065W	hcm1	YOR026W	bub3	0.223
YCR065W	hcm1	YOR349W	cin1	0.370
YCR065W	hcm1	YDR356W	spc110-220	0.229
YCR065W	hcm1	YDL028C	mps1-3796	0.239
YCR065W	hcm1	YPL017C	irc15	0.279
YCR065W	hcm1	YIR010W	dsn1-7	0.253
YCR065W	hcm1	YGL093W	spc105-4	0.209
YCR065W	hcm1	YLR045C	stu2-13	0.295
YCR065W	hcm1	YGL216W	kip3	0.285
YCR065W	hcm1	YER007W	pac2	0.337
YCR065W	hcm1	YPL241C	cin2	0.341
YCR065W	hcm1	YDR201W	spc19-5001	0.332
YCR065W	hcm1	YER016W	bim1	0.421
YCR065W	hcm1	YBL034C	stu1-8	0.377
YCR065W	hcm1	YLR210W	clb4	0.247
YCR065W	hcm1	YNL153C	gim3	0.278
YCR065W	hcm1	YPR046W	mcm16	0.255
YCR065W	hcm1	YBL034C	stu1-12	0.344
YCR065W	hcm1	YGR113W	dam1-1	0.340
YCR065W	hcm1	YFL037W	tub2-430	0.220
YCR065W	hcm1	YDR360W	opi7	0.201
YCR065W	hcm1	YBR107C	iml3	0.250
YCR065W	hcm1	YPR141C	kar3	0.278
YCR065W	hcm1	YER147C	scc4-5001	0.214
YCR065W	hcm1	YLR045C	stu2-12	0.401
YCR065W	hcm1	YMR198W	cik1	0.208
YCR065W	hcm1	YGL086W	mad1	0.327
YCR065W	hcm1	YIR010W	dsn1-8	0.247
YCR065W	hcm1	YBL034C	stu1-6	0.352
YCR065W	hcm1	YJR135C	mcm22	0.281
YCR065W	hcm1	YPL269W	kar9	0.314
YCR065W	hcm1	YJL030W	mad2	0.263
YCR065W	hcm1	YDL139C	scm3-5007	0.232
YCR065W	hcm1	YDR254W	chl4	0.307
YCR065W	hcm1	YLR045C	stu2-10	0.246
YCR065W	hcm1	YLR381W	ctf3	0.262
YCR065W	hcm1	YPL233W	nsl1-5	0.244
YCR065W	hcm1	YMR138W	cin4	0.245
YCR065W	hcm1	YDR318W	mcm21	0.298
YCR065W	hcm1	YEL061C	cin8	0.375
YCR065W	hcm1	YML124C	tub3	0.249
YCR065W	hcm1	YPL018W	ctf19	0.307
YCR065W	hcm1	YMR055C	bub2	0.213
YCR065W	hcm1	YBR211C	ame1-4	0.268
YCR065W	hcm1	YPL253C	vik1	0.330
YCR065W	hcm1	YGL217C	ygl217c	0.253
YCR065W	hcm1	YKL053W	ykl053w	0.226
YCR065W	hcm1	YLR045C	stu2-11	0.304
YCR065W	hcm1	YGL093W	spc105-15	0.225
YCR065W	hcm1	YER013W	prp22-1	0.261
YCR065W	hcm1	YGR078C	pac10	0.228
YCR065W	hcm1	YMR117C	spc24-9	0.268
YCR065W	hcm1	YGR179C	okp1-5	0.298
YML094W	gim5	YFL039C	act1-108	0.304
YML094W	gim5	YOR035C	she4	0.240
YML094W	gim5	YOR349W	cin1	0.217
YML094W	gim5	YFL039C	act1-3	0.216
YML094W	gim5	YLR045C	stu2-13	0.208
YML094W	gim5	YNL153C	gim3	0.569
YML094W	gim5	YBL034C	stu1-6	0.203
YML094W	gim5	YJL030W	mad2	0.205
YML094W	gim5	YFL039C	act1-136	0.281
YML094W	gim5	YFL039C	act1-4	0.243
YML094W	gim5	YML124C	tub3	0.344
YML094W	gim5	YDR212W	tcp1-1	0.232
YML094W	gim5	YJL008C	cct8-5002	0.231
YML094W	gim5	YGR078C	pac10	0.575
YJL074C	smc3-42	YCL016C	dcc1	0.368
YJL074C	smc3-42	YCL060C	ycl060c	0.271
YJL074C	smc3-42	YOR195W	slk19	0.224
YJL074C	smc3-42	YOR026W	bub3	0.368
YJL074C	smc3-42	YOR349W	cin1	0.221
YJL074C	smc3-42	YDL028C	mps1-3796	0.265
YJL074C	smc3-42	YPL017C	irc15	0.238
YJL074C	smc3-42	YIR010W	dsn1-7	0.201
YJL074C	smc3-42	YBR156C	sli15-3	0.332
YJL074C	smc3-42	YGL093W	spc105-4	0.324
YJL074C	smc3-42	YDL003W	mcd1-73	0.653
YJL074C	smc3-42	YPL124W	spc29-3	0.247
YJL074C	smc3-42	YMR078C	ctf18	0.339
YJL074C	smc3-42	YNR016C	acc1-5007-supp1	0.352
YJL074C	smc3-42	YDR201W	spc19-5001	0.211
YJL074C	smc3-42	YER016W	bim1	0.381
YJL074C	smc3-42	YBL034C	stu1-8	0.285
YJL074C	smc3-42	YPR046W	mcm16	0.237
YJL074C	smc3-42	YBL034C	stu1-12	0.291
YJL074C	smc3-42	YER147C	scc4-4	0.432
YJL074C	smc3-42	YGR113W	dam1-1	0.407
YJL074C	smc3-42	YPR162C	orc4-5001	0.245
YJL074C	smc3-42	YBR107C	iml3	0.261
YJL074C	smc3-42	YHR191C	ctf8	0.404
YJL074C	smc3-42	YPR141C	kar3	0.311
YJL074C	smc3-42	YER147C	scc4-5001	0.506
YJL074C	smc3-42	YCL061C	mrc1	0.251
YJL074C	smc3-42	YJL074C	smc3-1	0.578
YJL074C	smc3-42	YLR045C	stu2-12	0.207
YJL074C	smc3-42	YMR198W	cik1	0.260
YJL074C	smc3-42	YNR016C	acc1-5009-supp1	0.370
YJL074C	smc3-42	YGL086W	mad1	0.333
YJL074C	smc3-42	YIR010W	dsn1-8	0.214
YJL074C	smc3-42	YBL034C	stu1-6	0.326
YJL074C	smc3-42	YJR135C	mcm22	0.234
YJL074C	smc3-42	YMR076C	pds5-1	0.288
YJL074C	smc3-42	YFL008W	smc1-2	0.530
YJL074C	smc3-42	YJL030W	mad2	0.382
YJL074C	smc3-42	YDL139C	scm3-5007	0.242
YJL074C	smc3-42	YDR254W	chl4	0.262
YJL074C	smc3-42	YHR191C	ctf8-162	0.260
YJL074C	smc3-42	YDR180W	scc2-4	0.667
YJL074C	smc3-42	YDR014W	rad61	0.409
YJL074C	smc3-42	YNL273W	tof1	0.337
YJL074C	smc3-42	YPL008W	chl1	0.529
YJL074C	smc3-42	YFR027W	eco1-1	0.361
YJL074C	smc3-42	YLR381W	ctf3	0.279
YJL074C	smc3-42	YDR318W	mcm21	0.294
YJL074C	smc3-42	YEL061C	cin8	0.216
YJL074C	smc3-42	YPL018W	ctf19	0.262
YJL074C	smc3-42	YOR014W	rts1	0.239
YJL074C	smc3-42	YPL253C	vik1	0.299
YJL074C	smc3-42	YFL008W	smc1-259	0.620
YJL074C	smc3-42	YPR135W	ctf4	0.423
YJL074C	smc3-42	YGR188C	bub1-supp1	0.365
YJL074C	smc3-42	YMR048W	csm3	0.336
YJL074C	smc3-42	YLR045C	stu2-11	0.223
YJL074C	smc3-42	YOL123W	hrp1-4	0.352
YJL074C	smc3-42	YDL003W	mcd1-5001	0.260
YJL074C	smc3-42	YGL093W	spc105-15	0.275
YJL074C	smc3-42	YDR113C	pds1-128	0.356
YJL074C	smc3-42	YHR191C	ctf8-9	0.288
YOR076C	ski7	YLR398C	ski2	0.389
YOR076C	ski7	YGL213C	ski8	0.397
