Gene A ORF	Gene A allele	Gene B ORF	Gene B allele	Correlation
YBR254C	trs20-5001	YFL038C	ypt1-3	0.474
YBR254C	trs20-5001	YDL145C	cop1-1	0.323
YBR254C	trs20-5001	YGL054C	erv14	0.434
YBR254C	trs20-5001	YIL076W	sec28	0.305
YBR254C	trs20-5001	YNL041C	cog6	0.413
YBR254C	trs20-5001	YGL005C	cog7	0.449
YBR254C	trs20-5001	YML071C	cog8	0.455
YBR254C	trs20-5001	YGL020C	get1-supp1	0.306
YBR254C	trs20-5001	YKR068C	bet3-5001	0.441
YBR254C	trs20-5001	YJL029C	vps53	0.305
YBR254C	trs20-5001	YJL031C	bet4-5007	0.288
YBR254C	trs20-5001	YEL042W	gda1	0.290
YBR254C	trs20-5001	YAL026C	drs2-supp1	0.220
YBR254C	trs20-5001	YJL029C	vps53-supp1	0.422
YBR254C	trs20-5001	YBL050W	sec17-1	0.319
YBR254C	trs20-5001	YBR164C	arl1	0.369
YBR254C	trs20-5001	YOR216C	rud3	0.269
YBR254C	trs20-5001	YGL095C	vps45	0.292
YBR254C	trs20-5001	YGR172C	yip1-4	0.253
YBR254C	trs20-5001	YOL018C	tlg2	0.436
YBR254C	trs20-5001	YDR137W	rgp1	0.428
YBR254C	trs20-5001	YER157W	cog3-2	0.322
YBR254C	trs20-5001	YCR044C	per1-supp1	0.228
YBR254C	trs20-5001	YER122C	glo3-supp1	0.305
YBR254C	trs20-5001	YHL031C	gos1-supp1	0.469
YBR254C	trs20-5001	YDR484W	vps52-supp1	0.285
YBR254C	trs20-5001	YOR370C	mrs6-2	0.302
YBR254C	trs20-5001	YKR006C	mrpl13	0.230
YEL059C-A	som1	YLR091W	gep5	0.303
YEL059C-A	som1	YMR256C	cox7	0.283
YEL059C-A	som1	YLR203C	mss51	0.279
YEL059C-A	som1	YER058W	pet117	0.360
YEL059C-A	som1	YOR065W	cyt1	0.297
YEL059C-A	som1	YPR191W	qcr2	0.319
YEL059C-A	som1	YGR222W	pet54	0.480
YEL059C-A	som1	YBR003W	coq1	0.418
YEL059C-A	som1	YNR045W	pet494	0.359
YEL059C-A	som1	YPL172C	cox10	0.341
YEL059C-A	som1	YPL189C-A	coa2	0.281
YEL059C-A	som1	YBR037C	sco1	0.278
YEL059C-A	som1	YDL069C	cbs1	0.360
YEL059C-A	som1	YAL039C	cyc3	0.259
YEL059C-A	som1	YMR064W	aep1	0.240
YEL059C-A	som1	YDL067C	cox9	0.202
YEL059C-A	som1	YPL132W	cox11	0.502
YEL059C-A	som1	YER087W	aim10	0.212
YEL059C-A	som1	YIL157C	coa1	0.310
YEL059C-A	som1	YDL107W	mss2	0.218
YEL059C-A	som1	YLL009C	cox17	0.283
YEL059C-A	som1	YJL166W	qcr8	0.336
YEL059C-A	som1	YER141W	cox15	0.422
YEL059C-A	som1	YPL005W	aep3	0.285
YOR270C	vph1-supp1	YMR123W	pkr1	0.218
YOR270C	vph1-supp1	YDR203W	ydr203w	0.215
YOR270C	vph1-supp1	YJR033C	rav1	0.249
YOL040C	rps15-5001	YMR229C	rrp5-delta6	0.324
YOL040C	rps15-5001	YDR083W	rrp8	0.347
YOL040C	rps15-5001	YKR057W	rps21a	0.288
YOL040C	rps15-5001	YNL302C	rps19b	0.221
YOL040C	rps15-5001	YML093W	utp14-5001	0.267
YOL040C	rps15-5001	YHR040W	bcd1-5001	0.243
YOL040C	rps15-5001	YLR264W	rps28b	0.249
YOL040C	rps15-5001	YDR299W	bfr2-5001	0.213
YOL040C	rps15-5001	YER127W	lcp5-5005	0.310
YOL040C	rps15-5001	YJR002W	mpp10-5001	0.208
YOL040C	rps15-5001	YGL171W	rok1-5003	0.333
YOL040C	rps15-5001	YDR021W	fal1-1	0.206
YOL040C	rps15-5001	YLR129W	dip2-5001	0.282
YOL040C	rps15-5001	YER127W	lcp5-5007	0.223
YOL040C	rps15-5001	YDR449C	utp6-5001	0.208
YOL040C	rps15-5001	YLR068W	fyv7	0.251
YOL040C	rps15-5001	YCL059C	krr1-18	0.262
YOL040C	rps15-5001	YLR222C	utp13-5001	0.327
YOL040C	rps15-5001	YOR295W	uaf30	0.254
YOL040C	rps15-5001	YNL075W	imp4-2	0.218
YOL040C	rps15-5001	YIL127C	rrt14	0.258
YOL040C	rps15-5001	YLR051C	fcf2-5011	0.413
YMR088C	vba1	YMR124W	epo1	0.225
YMR088C	vba1	YMR247W-A	ymr247w-a	0.260
YKR094C	rpl40b	YER074W	rps24a	0.208
YKR094C	rpl40b	YHR087W	rtc3	0.242
YDR064W	rps13-5001	YMR229C	rrp5-delta6	0.307
YDR064W	rps13-5001	YCL059C	krr1-17	0.250
YDR064W	rps13-5001	YDR083W	rrp8	0.262
YDR064W	rps13-5001	YER082C	utp7-5003	0.203
YDR064W	rps13-5001	YML093W	utp14-5001	0.222
YDR064W	rps13-5001	YHR040W	bcd1-5001	0.248
YDR064W	rps13-5001	YDR299W	bfr2-5001	0.285
YDR064W	rps13-5001	YER127W	lcp5-5005	0.260
YDR064W	rps13-5001	YJR002W	mpp10-5001	0.247
YDR064W	rps13-5001	YGL171W	rok1-5003	0.227
YDR064W	rps13-5001	YDR021W	fal1-1	0.272
YDR064W	rps13-5001	YLR129W	dip2-5001	0.336
YDR064W	rps13-5001	YER127W	lcp5-5007	0.216
YDR064W	rps13-5001	YLR068W	fyv7	0.276
YDR064W	rps13-5001	YOR312C	rpl20b	0.203
YDR064W	rps13-5001	YCL059C	krr1-18	0.299
YDR064W	rps13-5001	YLR222C	utp13-5001	0.232
YDR064W	rps13-5001	YER082C	utp7-5004	0.201
YDR064W	rps13-5001	YIL127C	rrt14	0.221
YDR064W	rps13-5001	YLR051C	fcf2-5011	0.293
YLR335W	nup2	YER009W	ntf2-h104y	0.359
YLR335W	nup2	YDR002W	yrb1-51	0.454
YLR335W	nup2	YDR363W-A	sem1	0.222
YLR335W	nup2	YJR074W	mog1	0.352
YLR335W	nup2	YGR119C	nup57-e17	0.219
YLR335W	nup2	YMR129W	pom152	0.344
YLR335W	nup2	YGL238W	cse1-5002	0.305
YLR335W	nup2	YKR082W	nup133	0.339
YLR335W	nup2	YLR347C	kap95-e126k	0.377
YLR335W	nup2	YML103C	nup188	0.342
YLR335W	nup2	YBL079W	nup170	0.266
YLR335W	nup2	YGL092W	nup145-r4	0.372
YLR335W	nup2	YJL041W	nsp1-5002	0.207
YLR335W	nup2	YNL189W	srp1-5001	0.249
YLR335W	nup2	YER105C	nup157	0.368
YBL087C	rpl23a	YNL067W	rpl9b	0.210
YBL087C	rpl23a	YBR048W	rps11b	0.260
YBL087C	rpl23a	YDR382W	rpp2b	0.207
YBL087C	rpl23a	YDL136W	rpl35b	0.301
YBL087C	rpl23a	YDL130W	rpp1b	0.282
YBL087C	rpl23a	YPL079W	rpl21b	0.228
YBL087C	rpl23a	YDL082W	rpl13a	0.245
YBL087C	rpl23a	YNL302C	rps19b	0.264
YBL087C	rpl23a	YDR500C	rpl37b	0.252
YBL087C	rpl23a	YIL133C	rpl16a	0.205
YBL087C	rpl23a	YGR085C	rpl11b	0.204
YBL087C	rpl23a	YLR264W	rps28b	0.202
YBL087C	rpl23a	YBR181C	rps6b	0.241
YBL087C	rpl23a	YJR094W-A	rpl43b	0.201
YBL087C	rpl23a	YBR084C-A	rpl19a	0.345
YBL087C	rpl23a	YDL063C	syo1	0.224
YBL087C	rpl23a	YLR185W	rpl37a	0.217
YBL087C	rpl23a	YOR312C	rpl20b	0.211
YBL087C	rpl23a	YEL054C	rpl12a	0.263
YBL087C	rpl23a	YOR234C	rpl33b	0.233
YBL087C	rpl23a	YNL227C	jjj1	0.236
YER056C-A	rpl34a	YBR048W	rps11b	0.223
YER056C-A	rpl34a	YIL150C	mcm10-1	0.293
YER056C-A	rpl34a	YFR031C-A	rpl2a	0.295
YER056C-A	rpl34a	YIL143C	ssl2-ts	0.234
YER056C-A	rpl34a	YNL278W	caf120	0.211
YER056C-A	rpl34a	YPL123C	rny1	0.227
YER056C-A	rpl34a	YBR181C	rps6b	0.288
YER056C-A	rpl34a	YNR009W	nrm1	0.209
YER056C-A	rpl34a	YIL033C	bcy1	0.211
YER056C-A	rpl34a	YCR075W-A	ego2	0.263
YER056C-A	rpl34a	YDL225W	shs1	0.276
YER056C-A	rpl34a	YDL218W	ydl218w	0.246
YER056C-A	rpl34a	YLR157C	asp3-2	0.223
YER056C-A	rpl34a	YKL156W	rps27a	0.274
YER056C-A	rpl34a	YIL003W	cfd1-5002	0.261
YER056C-A	rpl34a	YIL150C	mcm10-43	0.235
YNL067W	rpl9b	YLR448W	rpl6b	0.229
YNL067W	rpl9b	YDL130W	rpp1b	0.241
YNL067W	rpl9b	YHL001W	rpl14b	0.365
YNL067W	rpl9b	YPL079W	rpl21b	0.230
YNL067W	rpl9b	YKR057W	rps21a	0.202
YNL067W	rpl9b	YNL302C	rps19b	0.218
YNL067W	rpl9b	YDR500C	rpl37b	0.273
YNL067W	rpl9b	YIL133C	rpl16a	0.267
YNL067W	rpl9b	YGR085C	rpl11b	0.346
YNL067W	rpl9b	YLR264W	rps28b	0.224
YNL067W	rpl9b	YBR181C	rps6b	0.212
YNL067W	rpl9b	YHR170W	nmd3-4	0.206
YNL067W	rpl9b	YJR094W-A	rpl43b	0.266
YNL067W	rpl9b	YHL033C	rpl8a	0.337
YNL067W	rpl9b	YBR084C-A	rpl19a	0.276
YNL067W	rpl9b	YDL063C	syo1	0.252
YNL067W	rpl9b	YEL054C	rpl12a	0.402
YNL067W	rpl9b	YOR234C	rpl33b	0.204
YNL067W	rpl9b	YNL227C	jjj1	0.220
YDR246W	trs23-5001	YDR320C	swa2-supp1	0.291
YDR246W	trs23-5001	YDR468C	tlg1-5005	0.364
YDR246W	trs23-5001	YLR262C	ypt6	0.448
YDR246W	trs23-5001	YDR027C	vps54-supp1	0.217
YDR246W	trs23-5001	YOR070C	gyp1	0.322
YDR246W	trs23-5001	YDR320C	swa2	0.323
YDR246W	trs23-5001	YPL051W	arl3	0.356
YDR246W	trs23-5001	YLR039C	ric1	0.404
YDR246W	trs23-5001	YKR020W	vps51	0.303
YDR246W	trs23-5001	YJL004C	sys1	0.358
YDR246W	trs23-5001	YER122C	glo3	0.392
YDR246W	trs23-5001	YDR108W	trs85	0.514
YDR246W	trs23-5001	YFL038C	ypt1-3	0.402
YDR246W	trs23-5001	YDL145C	cop1-1	0.325
YDR246W	trs23-5001	YDR162C	nbp2	0.238
YDR246W	trs23-5001	YGL054C	erv14	0.417
YDR246W	trs23-5001	YIL076W	sec28	0.322
YDR246W	trs23-5001	YNL041C	cog6	0.410
YDR246W	trs23-5001	YGL005C	cog7	0.460
YDR246W	trs23-5001	YML071C	cog8	0.461
YDR246W	trs23-5001	YGL020C	get1-supp1	0.212
YDR246W	trs23-5001	YKR068C	bet3-5001	0.483
YDR246W	trs23-5001	YJL029C	vps53	0.247
YDR246W	trs23-5001	YJL029C	vps53-supp1	0.348
YDR246W	trs23-5001	YBL050W	sec17-1	0.233
YDR246W	trs23-5001	YBR164C	arl1	0.289
YDR246W	trs23-5001	YOR216C	rud3	0.302
YDR246W	trs23-5001	YGL095C	vps45	0.292
YDR246W	trs23-5001	YGR172C	yip1-4	0.302
YDR246W	trs23-5001	YOL018C	tlg2	0.384
YDR246W	trs23-5001	YLR242C	arv1-supp1	0.219
YDR246W	trs23-5001	YDR389W	sac7	0.244
YDR246W	trs23-5001	YDR137W	rgp1	0.460
YDR246W	trs23-5001	YER157W	cog3-2	0.377
YDR246W	trs23-5001	YCR044C	per1-supp1	0.232
YDR246W	trs23-5001	YER122C	glo3-supp1	0.329
YDR246W	trs23-5001	YHL031C	gos1-supp1	0.350
YDR246W	trs23-5001	YDR484W	vps52-supp1	0.242
YDR246W	trs23-5001	YOR370C	mrs6-2	0.217
YDR246W	trs23-5001	YKR006C	mrpl13	0.235
YOL070C	nba1	YJR156C	thi11	0.449
YOL070C	nba1	YIL013C	pdr11	0.232
YOL070C	nba1	YNL159C	asi2	0.262
YOL070C	nba1	YCR020W-B	htl1	0.407
YOL070C	nba1	YDL211C	ydl211c	0.232
YOL070C	nba1	YDL038C	ydl038c	0.250
YOL070C	nba1	YOR327C	snc2	0.273
YOL070C	nba1	YNL130C-A	dgr1	0.362
YOL070C	nba1	YER076C	yer076c	0.451
YOL070C	nba1	YFL034C-B	mob2-28-supp1	0.231
YOL070C	nba1	YEL076C	yel076c	0.388
YOL070C	nba1	YPL279C	fex2	0.527
YOL070C	nba1	YOL166W-A	yol166w-a	0.450
YOL070C	nba1	YDL057W	ydl057w	0.451
YAR029W	yar029w	YJR156C	thi11	0.451
YAR029W	yar029w	YCR020W-B	htl1	0.244
YAR029W	yar029w	YDL211C	ydl211c	0.223
YAR029W	yar029w	YNL130C-A	dgr1	0.243
YAR029W	yar029w	YER076C	yer076c	0.480
YAR029W	yar029w	YEL076C	yel076c	0.490
YAR029W	yar029w	YPL279C	fex2	0.451
YAR029W	yar029w	YMR122W-A	ncw1	0.212
YAR029W	yar029w	YOL166W-A	yol166w-a	0.282
YAR029W	yar029w	YDL057W	ydl057w	0.480
YMR067C	ubx4	YPL231W	fas2-5011	0.210
YMR067C	ubx4	YIR011C	sts1-5001	0.216
YMR067C	ubx4	YHR191C	ctf8-162	0.209
YMR067C	ubx4	YFR004W	rpn11-8	0.254
YMR067C	ubx4	YFR004W	rpn11-14	0.261
YMR067C	ubx4	YOR261C	rpn8-5007	0.225
YEL005C	vab2	YER007W	pac2	0.255
YEL005C	vab2	YPL241C	cin2	0.283
YEL005C	vab2	YEL003W	gim4	0.415
YEL005C	vab2	YNL153C	gim3	0.328
YEL005C	vab2	YFL039C	act1-101	0.282
YEL005C	vab2	YDL029W	arp2-14	0.475
YEL005C	vab2	YFL039C	act1-136	0.255
YEL005C	vab2	YFL039C	act1-4	0.295
YEL005C	vab2	YOR281C	plp2-5001	0.352
YEL005C	vab2	YDR212W	tcp1-1	0.353
YEL005C	vab2	YJL008C	cct8-5002	0.388
YEL005C	vab2	YJR064W	cct5-5001	0.450
YEL005C	vab2	YGR078C	pac10	0.353
YOR106W	vam3	YPR102C	rpl11a	0.275
YOR106W	vam3	YPL104W	msd1	0.227
YOR106W	vam3	YNL097C-B	ynl097c-b	0.388
YOR106W	vam3	YGL212W	vam7	0.324
YOR106W	vam3	YDL077C	vam6	0.262
YOR106W	vam3	YGL124C	mon1	0.319
YOR106W	vam3	YNL195C	ynl195c	0.283
YOR106W	vam3	YHR086W-A	yhr086w-a	0.361
YMR123W	pkr1	YEL027W	vma3	0.245
YMR123W	pkr1	YCL005W-A	vma9	0.216
YMR123W	pkr1	YDR203W	ydr203w	0.304
YMR123W	pkr1	YPL051W	arl3	0.221
YMR123W	pkr1	YJL004C	sys1	0.205
YMR123W	pkr1	YEL051W	vma8	0.272
YMR123W	pkr1	YDR373W	frq1-1	0.216
YMR123W	pkr1	YJL154C	vps35	0.202
YMR123W	pkr1	YNL041C	cog6	0.220
YMR123W	pkr1	YDR202C	rav2	0.292
YMR123W	pkr1	YPL234C	vma11	0.253
YMR123W	pkr1	YJR033C	rav1	0.292
YMR123W	pkr1	YAL026C	drs2-supp1	0.201
YMR123W	pkr1	YBR164C	arl1	0.226
YMR123W	pkr1	YNL267W	pik1-104	0.258
YMR123W	pkr1	YMR071C	tvp18	0.200
YMR123W	pkr1	YPR090W	ypr090w	0.202
YEL027W	vma3	YCL005W-A	vma9	0.570
YEL027W	vma3	YKL080W	vma5	0.277
YEL027W	vma3	YEL051W	vma8	0.662
YEL027W	vma3	YER122C	glo3	0.242
YEL027W	vma3	YML071C	cog8	0.216
YEL027W	vma3	YPL234C	vma11	0.490
YMR299C	dyn3	YPL174C	nip100	0.570
YMR299C	dyn3	YPL241C	cin2	0.245
YMR299C	dyn3	YDR488C	pac11	0.571
YMR299C	dyn3	YDR424C	dyn2	0.303
YMR299C	dyn3	YKR054C	dyn1	0.543
YMR299C	dyn3	YHR129C	arp1	0.653
YMR299C	dyn3	YBL034C	stu1-6	0.205
YMR299C	dyn3	YLL049W	ldb18	0.653
YMR299C	dyn3	YDR149C	ydr149c	0.616
YMR299C	dyn3	YDR150W	num1	0.688
YMR299C	dyn3	YJL008C	cct8-5002	0.340
YBL105C	pkc1-3	YMR124W	epo1	0.253
YBL105C	pkc1-3	YLR332W	mid2	0.379
YBL105C	pkc1-3	YGR217W	cch1	0.274
YBL105C	pkc1-3	YPR165W	rho1-5002	0.288
YBL105C	pkc1-3	YDR524W-C	ydr524w-c	0.208
YBL105C	pkc1-3	YJL099W	chs6	0.258
YBL105C	pkc1-3	YBR023C	chs3	0.322
YBL105C	pkc1-3	YBR260C	rgd1	0.343
YBL105C	pkc1-3	YLR371W	rom2	0.341
YBL105C	pkc1-3	YBL062W	ybl062w	0.373
YBL105C	pkc1-3	YHR030C	slt2	0.483
YBL105C	pkc1-3	YDL203C	ack1	0.308
YBL105C	pkc1-3	YBL105C	pkc1-1	0.490
YBL105C	pkc1-3	YJL095W	bck1	0.491
YBL105C	pkc1-3	YBL061C	skt5	0.289
YBL105C	pkc1-3	YJL062W	las21	0.230
YDR261C	exg2	YPL123C	rny1	0.252
YDR261C	exg2	YCR075W-A	ego2	0.297
YDR261C	exg2	YLR157C	asp3-2	0.261
YDR261C	exg2	YMR122W-A	ncw1	0.415
YDR261C	exg2	YKL156W	rps27a	0.223
YBL021C	hap3	YOR350C	mne1	0.207
YBL021C	hap3	YPL172C	cox10	0.212
YBL021C	hap3	YBR037C	sco1	0.248
YBL021C	hap3	YDL067C	cox9	0.210
YBL021C	hap3	YML129C	cox14	0.340
YBL021C	hap3	YJL166W	qcr8	0.221
YLR091W	gep5	YLR203C	mss51	0.288
YLR091W	gep5	YMR089C	yta12	0.444
YLR091W	gep5	YMR097C	mtg1-supp1	0.480
YLR091W	gep5	YER058W	pet117	0.227
YLR091W	gep5	YPR191W	qcr2	0.407
YLR091W	gep5	YGR222W	pet54	0.406
YLR091W	gep5	YBR003W	coq1	0.444
YLR091W	gep5	YNR045W	pet494	0.355
YLR091W	gep5	YGR183C	qcr9	0.283
YLR091W	gep5	YPL189C-A	coa2	0.242
YLR091W	gep5	YGR076C	mrpl25	0.352
YLR091W	gep5	YBR037C	sco1	0.245
YLR091W	gep5	YDL069C	cbs1	0.442
YLR091W	gep5	YKL040C	nfu1	0.407
YLR091W	gep5	YAL039C	cyc3	0.415
YLR091W	gep5	YDR347W	mrp1	0.506
YLR091W	gep5	YHR011W	dia4	0.250
YLR091W	gep5	YPL132W	cox11	0.261
YLR091W	gep5	YER077C	mrx1	0.388
YLR091W	gep5	YLR069C	mef1	0.231
YLR091W	gep5	YBL080C	pet112	0.328
YLR091W	gep5	YDR296W	mhr1	0.388
YLR091W	gep5	YER087W	aim10	0.410
YLR091W	gep5	YMR293C	her2	0.262
YLR091W	gep5	YER017C	afg3	0.442
YLR091W	gep5	YNL213C	rrg9-supp1	0.672
YLR091W	gep5	YBR179C	fzo1	0.363
YLR091W	gep5	YNL252C	mrpl17	0.502
YLR091W	gep5	YLL009C	cox17	0.300
YLR091W	gep5	YJL133C-A	dpi8	0.250
YLR091W	gep5	YBR268W	mrpl37	0.285
YLR091W	gep5	YPL040C	ism1-supp1	0.388
YLR091W	gep5	YDR405W	mrp20	0.561
YLR091W	gep5	YER141W	cox15	0.227
YBR156C	sli15-3	YGL093W	spc105-4	0.326
YBR156C	sli15-3	YDL003W	mcd1-73	0.294
YBR156C	sli15-3	YER007W	pac2	0.240
YBR156C	sli15-3	YPL124W	spc29-3	0.304
YBR156C	sli15-3	YPL241C	cin2	0.218
YBR156C	sli15-3	YNR016C	acc1-5007-supp1	0.226
YBR156C	sli15-3	YER016W	bim1	0.401
YBR156C	sli15-3	YBL034C	stu1-8	0.311
YBR156C	sli15-3	YBL034C	stu1-12	0.310
YBR156C	sli15-3	YER147C	scc4-4	0.282
YBR156C	sli15-3	YGR113W	dam1-1	0.467
YBR156C	sli15-3	YHR191C	ctf8	0.225
YBR156C	sli15-3	YPR141C	kar3	0.269
YBR156C	sli15-3	YJL074C	smc3-1	0.376
YBR156C	sli15-3	YNR016C	acc1-5009-supp1	0.237
YBR156C	sli15-3	YBL034C	stu1-6	0.357
YBR156C	sli15-3	YFL008W	smc1-2	0.258
YBR156C	sli15-3	YJL030W	mad2	0.414
YBR156C	sli15-3	YDR254W	chl4	0.247
YBR156C	sli15-3	YDR180W	scc2-4	0.384
YBR156C	sli15-3	YDR014W	rad61	0.275
YBR156C	sli15-3	YPL008W	chl1	0.247
YBR156C	sli15-3	YFR027W	eco1-1	0.218
YBR156C	sli15-3	YLR381W	ctf3	0.244
YBR156C	sli15-3	YDR318W	mcm21	0.293
YBR156C	sli15-3	YEL061C	cin8	0.295
YBR156C	sli15-3	YML124C	tub3	0.287
YBR156C	sli15-3	YOR014W	rts1	0.209
YBR156C	sli15-3	YFL008W	smc1-259	0.354
YBR156C	sli15-3	YDR113C	pds1-128	0.236
YMR256C	cox7	YLR203C	mss51	0.309
YMR256C	cox7	YNR036C	mrps12-supp1	0.229
YMR256C	cox7	YER058W	pet117	0.382
YMR256C	cox7	YOR065W	cyt1	0.280
YMR256C	cox7	YPR191W	qcr2	0.230
YMR256C	cox7	YGR222W	pet54	0.300
YMR256C	cox7	YBR003W	coq1	0.243
YMR256C	cox7	YGR183C	qcr9	0.207
YMR256C	cox7	YPL172C	cox10	0.398
YMR256C	cox7	YPL189C-A	coa2	0.294
YMR256C	cox7	YBR037C	sco1	0.321
YMR256C	cox7	YDL069C	cbs1	0.220
YMR256C	cox7	YAL039C	cyc3	0.304
YMR256C	cox7	YDL067C	cox9	0.269
YMR256C	cox7	YPL132W	cox11	0.288
YMR256C	cox7	YIL157C	coa1	0.431
YMR256C	cox7	YML129C	cox14	0.507
YMR256C	cox7	YDL107W	mss2	0.292
YMR256C	cox7	YLL009C	cox17	0.307
YMR256C	cox7	YJL166W	qcr8	0.376
YMR256C	cox7	YER141W	cox15	0.212
YDL159W-A	ydl159w-a	YJL122W	alb1	0.217
YDL159W-A	ydl159w-a	YJR010W	met3	0.212
YDL159W-A	ydl159w-a	YBR280C	saf1	0.206
YDL159W-A	ydl159w-a	YMR191W	spg5	0.202
YER120W	scs2	YLR045C	stu2-13	0.227
YER120W	scs2	YPL231W	fas2-5011	0.209
YER120W	scs2	YER016W	bim1	0.200
YER120W	scs2	YNL069C	rpl16b	0.227
YER120W	scs2	YGL240W	doc1-supp1	0.201
YER120W	scs2	YBL034C	stu1-12	0.210
YER120W	scs2	YGR119C	nup57-e17	0.270
YER120W	scs2	YLR045C	stu2-12	0.262
YER120W	scs2	YMR198W	cik1	0.209
YER120W	scs2	YLR272C	ycs4-1	0.249
YER120W	scs2	YLR045C	stu2-11	0.233
YJR156C	thi11	YIL013C	pdr11	0.480
YJR156C	thi11	YFL034C-B	mob2-11-supp1	0.271
YJR156C	thi11	YNL159C	asi2	0.480
YJR156C	thi11	YMR302C	yme2	0.287
YJR156C	thi11	YCR015C	cto1	0.352
YJR156C	thi11	YPL222W	fmp40	0.224
YJR156C	thi11	YCR020W-B	htl1	0.288
YJR156C	thi11	YGR085C	rpl11b	0.224
YJR156C	thi11	YDL211C	ydl211c	0.449
YJR156C	thi11	YBR280C	saf1	0.360
YJR156C	thi11	YPL245W	ypl245w	0.490
YJR156C	thi11	YDR486C	vps60	0.388
YJR156C	thi11	YPL189C-A	coa2	0.284
YJR156C	thi11	YBR242W	ybr242w	0.449
YJR156C	thi11	YHL033C	rpl8a	0.211
YJR156C	thi11	YPL195W	apl5	0.455
YJR156C	thi11	YLR281C	rso55	0.442
YJR156C	thi11	YDL038C	ydl038c	0.527
YJR156C	thi11	YGR283C	ygr283c	0.227
YJR156C	thi11	YOR327C	snc2	0.297
YJR156C	thi11	YNL130C-A	dgr1	0.415
YJR156C	thi11	YBL091C	map2	0.422
YJR156C	thi11	YER076C	yer076c	0.475
YJR156C	thi11	YPL081W	rps9a	0.475
YJR156C	thi11	YJL193W	yjl193w	0.260
YJR156C	thi11	YFL034C-B	mob2-28-supp1	0.353
YJR156C	thi11	YJL178C	atg27	0.451
YJR156C	thi11	YEL076C	yel076c	0.438
YJR156C	thi11	YPL279C	fex2	0.591
YJR156C	thi11	YDL200C	mgt1	0.304
YJR156C	thi11	YOL166W-A	yol166w-a	0.428
YJR156C	thi11	YDL057W	ydl057w	0.451
YLR448W	rpl6b	YPL143W	rpl33a-5004	0.218
YLR448W	rpl6b	YDL130W	rpp1b	0.218
YLR448W	rpl6b	YHL001W	rpl14b	0.347
YLR448W	rpl6b	YPL079W	rpl21b	0.249
YLR448W	rpl6b	YKR057W	rps21a	0.234
YLR448W	rpl6b	YNL302C	rps19b	0.238
YLR448W	rpl6b	YGL031C	rpl24a	0.207
YLR448W	rpl6b	YDR500C	rpl37b	0.263
YLR448W	rpl6b	YIL133C	rpl16a	0.226
YLR448W	rpl6b	YGR085C	rpl11b	0.345
YLR448W	rpl6b	YHL033C	rpl8a	0.308
YLR448W	rpl6b	YBR084C-A	rpl19a	0.351
YLR448W	rpl6b	YDL063C	syo1	0.233
YLR448W	rpl6b	YIL069C	rps24b	0.201
YLR448W	rpl6b	YOR312C	rpl20b	0.218
YLR448W	rpl6b	YOR295W	uaf30	0.262
YLR448W	rpl6b	YEL054C	rpl12a	0.296
YLR448W	rpl6b	YNL227C	jjj1	0.284
YBR048W	rps11b	YNL211C	mrx7	0.287
YBR048W	rps11b	YDL136W	rpl35b	0.220
YBR048W	rps11b	YKR057W	rps21a	0.242
YBR048W	rps11b	YNL302C	rps19b	0.294
YBR048W	rps11b	YBR089C-A	nhp6b	0.353
YBR048W	rps11b	YLR162W-A	rrt15	0.254
YBR048W	rps11b	YLR264W	rps28b	0.240
YBR048W	rps11b	YBR181C	rps6b	0.392
YBR048W	rps11b	YNR009W	nrm1	0.231
YBR048W	rps11b	YBR084C-A	rpl19a	0.220
YBR048W	rps11b	YOR183W	fyv12	0.229
YBR048W	rps11b	YIL069C	rps24b	0.228
YBR048W	rps11b	YOR295W	uaf30	0.211
YDL031W	dbp10-5006	YGL111W	nsa1-5002	0.206
YDL031W	dbp10-5006	YMR270C	rrn9-5007	0.259
YDL031W	dbp10-5006	YDR324C	utp4-5007	0.231
YPL174C	nip100	YDR488C	pac11	0.467
YPL174C	nip100	YDR424C	dyn2	0.276
YPL174C	nip100	YKR054C	dyn1	0.488
YPL174C	nip100	YHR129C	arp1	0.544
YPL174C	nip100	YLL049W	ldb18	0.569
YPL174C	nip100	YDR149C	ydr149c	0.530
YPL174C	nip100	YDR150W	num1	0.628
YPL174C	nip100	YJL008C	cct8-5002	0.306
YLR342W	fks1	YJR118C	ilm1	0.237
YLR342W	fks1	YNL181W	pbr1-5002	0.353
YLR342W	fks1	YNL298W	cla4	0.273
YLR342W	fks1	YGR229C	smi1	0.353
YLR342W	fks1	YNL181W	pbr1-5005	0.451
YLR342W	fks1	YNL181W	pbr1-5006	0.428
YML054C-A	yml054c-a	YHR218W	yhr218w	0.276
YML054C-A	yml054c-a	YNL050C	ynl050c	0.235
YGL093W	spc105-4	YLR045C	stu2-13	0.210
YGL093W	spc105-4	YDL003W	mcd1-73	0.322
YGL093W	spc105-4	YER009W	ntf2-h104y	0.223
YGL093W	spc105-4	YPL241C	cin2	0.226
YGL093W	spc105-4	YNR016C	acc1-5007-supp1	0.363
YGL093W	spc105-4	YER016W	bim1	0.373
YGL093W	spc105-4	YBL034C	stu1-8	0.303
YGL093W	spc105-4	YGR140W	cbf2-42	0.329
YGL093W	spc105-4	YBL034C	stu1-12	0.300
YGL093W	spc105-4	YER147C	scc4-4	0.317
YGL093W	spc105-4	YGR113W	dam1-1	0.411
YGL093W	spc105-4	YPR141C	kar3	0.328
