Gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
YAL069W	I	335	649	[356, 385, 401, 433, 443, 452, 475, 493, 497, 504, 509, 516, 520, 592]	[61, 3, 1, 1, 12, 12, 75, 104, 2, 25, 14, 5, 1, 2]
YAL068W-A	I	538	792	[592, 696]	[2, 5]
PAU8	I	1807	2169	[1819, 1823, 1831, 1838, 1850, 1879, 1893, 1899, 1901, 1933, 1948, 1973, 1987, 1991, 2018, 2037, 2108, 2119, 2132, 2135]	[4, 10, 9, 3, 12, 8, 1, 5, 1, 11, 88, 3, 13, 15, 1, 8, 14, 1, 23, 44]
YAL067W-A	I	2480	2707	[2484, 2490, 2502, 2530, 2560, 2564, 2569, 2583, 2591, 2603]	[3, 12, 3, 19, 16, 15, 1, 1, 16, 1]
SEO1	I	7235	9016	[7306, 7349, 7360, 7404, 7409, 7433, 7479, 7700, 7802, 7833, 7844, 7853, 8005, 8036, 8084, 8172, 8203, 8206, 8215, 8220, 8223, 8237, 8283, 8287, 8294, 8457, 8494, 8580, 8601, 8699, 8702, 8746, 8757, 8767, 8800, 8826, 8827, 8831, 8886, 8896, 8919, 8920, 8926, 8929, 8932, 8936, 8962, 8965, 8968, 8981, 8987]	[2, 21, 339, 54, 1, 38, 1, 1, 13, 61, 48, 1, 7, 75, 14, 45, 63, 27, 107, 12, 5, 21, 11, 36, 62, 2, 2, 1, 12, 39, 1, 66, 3, 41, 140, 1, 13, 55, 38, 4, 11, 1, 1, 125, 105, 1, 107, 102, 25, 1, 51]
YAL066W	I	10091	10399	[10097, 10102, 10133, 10177, 10243, 10245, 10249, 10280, 10285, 10297, 10315, 10320, 10324]	[83, 13, 45, 37, 7, 1, 17, 3, 13, 292, 2, 28, 55]
YAL065C	I	11565	11951	[11573, 11607, 11620, 11675, 11680, 11748, 11760, 11773, 11778, 11786, 11793, 11798, 11803, 11811, 11820, 11835, 11837, 11845, 11863, 11912, 11934, 11946]	[136, 115, 5, 7, 1, 5, 2, 1, 99, 5, 172, 1, 144, 7, 1, 6, 1, 29, 31, 18, 1, 1]
YAL064W-B	I	12046	12426	[12051, 12056, 12082, 12134, 12149, 12189, 12263, 12297, 12301, 12310, 12332, 12336, 12348, 12353, 12358, 12363, 12372, 12382, 12384, 12386, 12391, 12391]	[4, 1, 1, 1, 31, 1, 1, 11, 48, 49, 21, 1, 3, 2, 10, 9, 10, 4, 1, 58, 1, 65]
TDA8	I	13363	13743	[13456, 13503, 13631, 13656, 13660, 13663, 13686, 13702, 13725]	[25, 130, 2, 1, 138, 1, 32, 3, 6]
YAL064W	I	21566	21850	[21631, 21643, 21654, 21662, 21717, 21735, 21797, 21799, 21801, 21807]	[12, 4, 5, 1, 2, 3, 51, 1, 36, 29]
YAL063C-A	I	22395	22685	[22495, 22506, 22511, 22516, 22669, 22681]	[7, 10, 9, 3, 3, 5]
FLO9	I	24000	27968	[24014, 24027, 24053, 24060, 24070, 24075, 24078, 24121, 24140, 24180, 24183, 24192, 24207, 24213, 24218, 24225, 24230, 24233, 24243, 24246, 24249, 24252, 24267, 24269, 24277, 24295, 24344, 24412, 24416, 24419, 24420, 24425, 24426, 24428, 24437, 24453, 24454, 24465, 24470, 24472, 24474, 24483, 24485, 24516, 24561, 24566, 24584, 24584, 24585, 24588, 24613, 24621, 24624, 24633, 24657, 24738, 24750, 24753, 24754, 24758, 24762, 24763, 24782, 24785, 24789, 24801, 24806, 24810, 24811, 24812, 24816, 24819, 24825, 24836, 24837, 24839, 24844, 24844, 24847, 24853, 24879, 24989, 25179, 25444, 25461, 25468, 25516, 25521, 25586, 25600, 25611, 25640, 25647, 25706, 25723, 25739, 25787, 25862, 25874, 25910, 25939, 25954, 25982, 25993, 25997, 26025, 26046, 26071, 26074, 26089, 26117, 26130, 26160, 26209, 26223, 26224, 26228, 26252, 26263, 26265, 26295, 26316, 26328, 26404, 26414, 26463, 26473, 26488, 26506, 26516, 26543, 26598, 26608, 26623, 26643, 26678, 26733, 26743, 26758, 26778, 26786, 26803, 26807, 26813, 26833, 26856, 26898, 26937, 26938, 26939, 26986, 26990, 27009, 27027, 27036, 27044, 27055, 27069, 27073, 27074, 27125, 27220, 27238, 27339, 27415, 27425, 27521, 27576, 27956]	[22, 19, 4, 18, 20, 1, 1, 16, 60, 10, 24, 2, 116, 1, 11, 139, 1, 21, 5, 4, 15, 3, 2, 4, 30, 18, 26, 1, 31, 10, 11, 1, 18, 3, 3, 2, 4, 65, 415, 4, 1, 34, 67, 3, 2, 654, 1, 62, 1, 129, 2, 166, 117, 1, 4, 65, 7, 1, 46, 83, 26, 50, 15, 14, 1, 4, 5, 1, 15, 3, 14, 26, 7, 1, 52, 74, 271, 62, 82, 19, 4, 14, 1, 39, 46, 23, 7, 7, 1, 44, 65, 4, 37, 44, 3, 1, 3, 1, 1, 15, 3, 24, 12, 4, 35, 2, 1, 1, 1, 22, 15, 19, 5, 2, 20, 15, 1, 16, 2, 18, 3, 4, 5, 1, 1, 3, 2, 8, 1, 1, 12, 5, 2, 8, 1, 14, 2, 6, 6, 80, 45, 56, 1, 10, 1, 15, 22, 26, 28, 1, 2, 1, 2, 8, 1, 2, 7, 1, 1, 40, 1, 22, 90, 43, 91, 193, 1, 4, 2]
